"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0027279",4345.78517034566,-1.20353268594611,0.0900912942902346,-13.359034248846,1.04916487186275e-40,4.85938196484432e-38
"FBgn0031258",214.652569117248,-1.31170316204653,0.191531185669322,-6.8485095910761,7.46233325736796e-12,3.74779954016125e-10
"FBgn0043364",1694.77612870052,-1.1249063845664,0.157958467651605,-7.12153264899676,1.06733443543779e-12,6.35597656303206e-11
"FBgn0031322",580.472106910443,-1.4718440105527,0.146470595557129,-10.0487337062722,9.30554488970974e-24,1.43667273602797e-21
"FBgn0031327",1122.7363113589,1.19783861872282,0.139717096345701,8.57331457675742,1.00548362854859e-17,9.97942501334474e-16
"FBgn0031464",42.2674476287323,-1.23713349152875,0.35017551136709,-3.53289550916615,0.000411034894526501,0.00503940869951093
"FBgn0031547",388.884571345997,-1.41190481483749,0.202566345760096,-6.97008582318826,3.16747696867823e-12,1.692772787684e-10
"FBgn0031548",79.9336960104745,-1.86246539134738,0.300924936121739,-6.1891361192943,6.04948281393559e-10,2.31351092751289e-08
"FBgn0020376",61.5446822755158,-1.56822155326146,0.324490247324174,-4.83287730892808,1.34573730381614e-06,3.14269240950004e-05
"FBgn0031688",47.4357668614877,1.49767160897728,0.354671428314612,4.2227016032675,2.41391313923214e-05,0.000426372750885135
"FBgn0031703",131.586611851592,-1.91572983089153,0.245242755894384,-7.8115654177225,5.64820207901301e-15,4.70890607327315e-13
"FBgn0051642",156.425108658148,1.95156078436618,0.214401940087249,9.10234666520277,8.84007557990989e-20,1.06811174072042e-17
"FBgn0259715",1169.70380464599,-1.83930365699447,0.186570840310515,-9.85847334949701,6.29999620658559e-23,9.21457339900072e-21
"FBgn0264343",57.4284057025688,1.5850274737232,0.31515907321521,5.02929348520086,4.92290394706461e-07,1.27065790113553e-05
"FBgn0031912",1975.7993120443,-1.14476211953566,0.10122851037656,-11.3086927316944,1.18847008169649e-29,2.60744080818517e-27
"FBgn0040099",1270.85925918718,-1.77929795491859,0.135870245581429,-13.0955673724181,3.49056149963148e-39,1.45504056112138e-36
"FBgn0032004",1440.93982031413,-1.17166157597323,0.133107444097867,-8.80237453219949,1.33951277930353e-18,1.45032701831864e-16
"FBgn0001137",667.850774480511,-1.38151059488311,0.136454493307528,-10.1243320127949,4.30910927556205e-24,7.0441262804629e-22
"FBgn0264437",199.062837295194,2.72220508539233,0.236171813584056,11.5263758366469,9.71477940415728e-31,2.31406045407026e-28
"FBgn0267252",158.90912654387,-1.36091639465945,0.194989029934469,-6.97945107535955,2.96335602368444e-12,1.61473850780766e-10
"FBgn0032405",116.208222937613,2.42725442514043,0.22800277619484,10.6457231163984,1.82561239704097e-26,3.38225123425123e-24
"FBgn0032436",30.1425296975473,1.90271958124234,0.488135778254611,3.89793099789929,9.70180501124312e-05,0.00141548317200194
"FBgn0053643",18.7264750784302,1.49066862853786,0.525704983466509,2.83556115201412,0.00457452564417509,0.0363910499002745
"FBgn0053307",1498.26449839124,-1.41865213163699,0.145579521280026,-9.74486053507601,1.94045129140247e-22,2.65205613383973e-20
"FBgn0028542",1721.29615025546,-1.05454197294959,0.149352141733648,-7.06077569902039,1.65575679689045e-12,9.72115803920822e-11
